"pos_date","store","male_num","female_num"
"2014-11-02","S031",282,96
"2014-11-02","S030",612,49
"2014-11-02","S028",354,35
"2014-11-02","S001",236,257
"2014-11-02","S011",413,70
"2014-11-02","S025",481,28
"2014-11-02","S009",66,82
"2014-11-02","S019",369,9
"2014-11-03","S029",280,151
"2014-11-03","S021",183,271
"2014-11-03","S006",95,82
"2014-11-03","S010",203,2
"2014-11-03","S035",384,66
"2014-11-03","S004",68,13
"2014-11-03","S002",73,81
"2014-11-03","S005",192,3
"2014-11-03","S012",318,15
"2014-11-03","S033",229,60
"2014-11-03","S018",102,46
"2014-11-03","S036",80,1
"2014-11-03","S014",233,89
"2014-11-03","S016",142,12
"2014-11-03","S026",187,1
"2014-11-03","S027",42,54
"2014-11-03","S032",90,131
"2014-11-03","S015",101,78
"2014-11-03","S022",62,7
"2014-11-03","S034",99,99
"2014-11-03","S003",150,50
"2014-11-03","S007",212,80
"2014-11-03","S013",49,6
"2014-11-03","S031",72,3
"2014-11-03","S030",229,21
"2014-11-03","S028",157,37
"2014-11-03","S001",64,72
"2014-11-03","S011",281,14
"2014-11-03","S025",316,19
"2014-11-03","S009",40,59
"2014-11-03","S019",115,23
"2014-11-04","S029",343,128
"2014-11-04","S021",237,248
"2014-11-04","S006",175,49
"2014-11-04","S010",202,17
"2014-11-04","S035",360,177
"2014-11-04","S004",68,16
"2014-11-04","S002",48,63
"2014-11-04","S005",170,8
"2014-11-04","S012",273,16
"2014-11-04","S033",115,40
"2014-11-04","S018",79,49
"2014-11-04","S036",100,12
"2014-11-04","S014",243,163
"2014-11-04","S016",180,44
"2014-11-04","S026",206,14
"2014-11-04","S027",68,91
"2014-11-04","S032",148,115
"2014-11-04","S015",147,91
"2014-11-04","S022",52,4
"2014-11-04","S034",131,91
"2014-11-04","S003",200,91
"2014-11-04","S007",243,61
"2014-11-04","S013",132,6
"2014-11-04","S031",134,17
"2014-11-04","S030",264,10
"2014-11-04","S028",191,12
"2014-11-04","S001",50,95
"2014-11-04","S011",227,41
"2014-11-04","S025",364,0
"2014-11-04","S009",87,52
"2014-11-04","S019",288,8
"2014-11-05","S029",329,134
"2014-11-05","S021",154,268
"2014-11-05","S006",153,73
"2014-11-05","S010",185,50
"2014-11-05","S035",418,149
"2014-11-05","S004",89,31
"2014-11-05","S002",98,46
"2014-11-05","S005",207,11
"2014-11-05","S012",288,42
"2014-11-05","S033",125,10
"2014-11-05","S018",94,75
"2014-11-05","S036",105,0
"2014-11-05","S014",264,88
"2014-11-05","S016",182,19
"2014-11-05","S026",228,1
"2014-11-05","S027",45,93
"2014-11-05","S032",137,179
"2014-11-05","S015",184,49
"2014-11-05","S022",67,15
"2014-11-05","S034",120,77
"2014-11-05","S003",151,97
"2014-11-05","S007",260,55
"2014-11-05","S013",80,2
"2014-11-05","S031",115,24
"2014-11-05","S030",343,23
"2014-11-05","S028",197,9
"2014-11-05","S001",65,91
"2014-11-05","S011",204,39
"2014-11-05","S025",291,24
"2014-11-05","S009",70,70
"2014-11-05","S019",170,38
"2014-11-06","S029",232,199
"2014-11-06","S021",173,256
"2014-11-06","S006",239,48
"2014-11-06","S010",248,38
"2014-11-06","S035",291,227
"2014-11-06","S004",80,11
"2014-11-06","S002",126,56
"2014-11-06","S005",170,5
"2014-11-06","S012",275,0
"2014-11-06","S033",161,33
"2014-11-06","S018",126,58
"2014-11-06","S036",46,22
"2014-11-06","S014",250,182
"2014-11-06","S016",221,38
"2014-11-06","S026",265,5
"2014-11-06","S027",58,101
"2014-11-06","S032",142,129
"2014-11-06","S015",218,26
"2014-11-06","S022",72,9
"2014-11-06","S034",155,90
"2014-11-06","S003",240,68
"2014-11-06","S007",310,77
"2014-11-06","S013",72,4
"2014-11-06","S031",132,21
"2014-11-06","S030",314,11
"2014-11-06","S028",327,49
"2014-11-06","S001",90,113
"2014-11-06","S011",242,40
"2014-11-06","S025",314,28
"2014-11-06","S009",63,89
"2014-11-06","S019",247,2
"2014-11-07","S029",300,169
"2014-11-07","S021",230,289
"2014-11-07","S006",185,128
"2014-11-07","S010",220,51
"2014-11-07","S035",531,89
"2014-11-07","S004",96,53
"2014-11-07","S002",135,126
"2014-11-07","S005",145,6
"2014-11-07","S012",298,10
"2014-11-07","S033",169,50
"2014-11-07","S018",99,70
"2014-11-07","S036",100,19
"2014-11-07","S014",460,119
"2014-11-07","S016",205,56
"2014-11-07","S026",237,43
"2014-11-07","S027",56,156
"2014-11-07","S032",173,215
"2014-11-07","S015",284,56
"2014-11-07","S022",90,19
"2014-11-07","S034",87,159
"2014-11-07","S003",201,141
"2014-11-07","S007",210,112
"2014-11-07","S013",101,2
"2014-11-07","S031",127,32
"2014-11-07","S030",522,63
"2014-11-07","S028",260,20
"2014-11-07","S001",91,163
"2014-11-07","S011",262,117
"2014-11-07","S025",417,62
"2014-11-07","S009",79,101
"2014-11-07","S019",224,46
"2014-11-08","S029",221,113
"2014-11-08","S021",207,284
"2014-11-08","S006",184,32
"2014-11-08","S010",521,19
"2014-11-08","S035",289,87
"2014-11-08","S004",148,27
"2014-11-08","S002",198,155
"2014-11-08","S005",446,7
"2014-11-08","S012",424,9
"2014-11-08","S033",263,69
"2014-11-08","S018",91,88
"2014-11-08","S036",102,54
"2014-11-08","S014",460,235
"2014-11-08","S016",136,13
"2014-11-08","S026",495,84
"2014-11-08","S027",138,301
"2014-11-08","S032",248,299
"2014-11-08","S015",648,100
"2014-11-08","S022",158,3
"2014-11-08","S034",99,141
"2014-11-08","S003",171,217
"2014-11-08","S007",337,84
"2014-11-08","S013",213,26
"2014-11-08","S031",219,64
"2014-11-08","S030",724,52
"2014-11-08","S028",373,56
"2014-11-08","S001",197,304
"2014-11-08","S011",233,89
"2014-11-08","S025",542,34
"2014-11-08","S009",74,76
"2014-11-08","S019",301,4
"2014-11-09","S029",275,119
"2014-11-09","S021",161,359
"2014-11-09","S006",125,66
"2014-11-09","S010",399,62
"2014-11-09","S035",434,85
"2014-11-09","S004",104,72
"2014-11-09","S002",199,149
"2014-11-09","S005",436,21
"2014-11-09","S012",400,40
"2014-11-09","S033",253,51
"2014-11-09","S018",127,138
"2014-11-09","S036",96,43
"2014-11-09","S014",509,188
"2014-11-09","S016",110,7
"2014-11-09","S026",445,74
"2014-11-09","S027",172,232
"2014-11-09","S032",294,360
"2014-11-09","S015",436,166
"2014-11-09","S022",115,29
"2014-11-09","S034",152,90
"2014-11-09","S003",272,197
"2014-11-09","S007",331,88
"2014-11-09","S013",152,82
"2014-11-09","S031",200,91
"2014-11-09","S030",451,55
"2014-11-09","S028",374,16
"2014-11-09","S001",231,306
"2014-11-09","S011",259,71
"2014-11-09","S025",375,25
"2014-11-09","S009",104,88
"2014-11-09","S019",374,23
"2014-11-10","S029",351,171
"2014-11-10","S021",176,227
"2014-11-10","S006",135,62
"2014-11-10","S010",189,37
"2014-11-10","S035",300,130
"2014-11-10","S004",79,6
"2014-11-10","S002",48,67
"2014-11-10","S005",129,0
"2014-11-10","S012",227,15
"2014-11-10","S033",96,29
"2014-11-10","S018",82,62
"2014-11-10","S036",63,29
"2014-11-10","S014",258,123
"2014-11-10","S016",158,23
"2014-11-10","S026",167,8
"2014-11-10","S027",30,102
"2014-11-10","S032",114,97
"2014-11-10","S015",209,29
"2014-11-10","S022",48,0
"2014-11-10","S034",102,81
"2014-11-10","S003",129,41
"2014-11-10","S007",165,51
"2014-11-10","S013",73,6
"2014-11-10","S031",96,10
"2014-11-10","S030",283,8
"2014-11-10","S028",142,17
"2014-11-10","S001",26,94
"2014-11-10","S011",202,34
"2014-11-10","S025",297,16
"2014-11-10","S009",48,57
"2014-11-10","S019",150,14
"2014-11-11","S029",274,164
"2014-11-11","S021",169,263
"2014-11-11","S006",129,104
"2014-11-11","S010",255,6
"2014-11-11","S035",549,92
"2014-11-11","S004",74,7
"2014-11-11","S002",42,105
"2014-11-11","S005",166,22
"2014-11-11","S012",265,35
"2014-11-11","S033",101,37
"2014-11-11","S018",75,64
"2014-11-11","S036",100,2
"2014-11-11","S014",183,224
"2014-11-11","S016",144,23
"2014-11-11","S026",216,4
"2014-11-11","S027",59,87
"2014-11-11","S032",136,109
"2014-11-11","S015",177,107
"2014-11-11","S022",39,18
"2014-11-11","S034",131,76
"2014-11-11","S003",197,101
"2014-11-11","S007",208,47
"2014-11-11","S013",71,3
"2014-11-11","S031",145,34
"2014-11-11","S030",369,3
"2014-11-11","S028",254,29
"2014-11-11","S001",85,125
"2014-11-11","S011",288,43
"2014-11-11","S025",351,0
"2014-11-11","S009",60,90
"2014-11-11","S019",225,62
"2014-11-12","S029",264,114
"2014-11-12","S021",119,285
"2014-11-12","S006",191,51
"2014-11-12","S010",253,56
"2014-11-12","S035",367,158
"2014-11-12","S004",60,9
"2014-11-12","S002",98,32
"2014-11-12","S005",142,10
"2014-11-12","S012",211,49
"2014-11-12","S033",124,51
"2014-11-12","S018",93,42
"2014-11-12","S036",61,0
"2014-11-12","S014",339,116
"2014-11-12","S016",183,43
"2014-11-12","S026",218,20
"2014-11-12","S027",41,78
"2014-11-12","S032",130,125
"2014-11-12","S015",171,79
"2014-11-12","S022",66,12
"2014-11-12","S034",81,88
"2014-11-12","S003",172,96
"2014-11-12","S007",302,21
"2014-11-12","S013",56,23
"2014-11-12","S031",119,36
"2014-11-12","S030",354,14
"2014-11-12","S028",161,12
"2014-11-12","S001",80,149
"2014-11-12","S011",271,34
"2014-11-12","S025",331,10
"2014-11-12","S009",47,74
"2014-11-12","S019",199,0
"2014-11-13","S029",234,167
"2014-11-13","S021",224,264
"2014-11-13","S006",155,78
"2014-11-13","S010",288,46
"2014-11-13","S035",519,53
"2014-11-13","S004",68,14
"2014-11-13","S002",83,45
"2014-11-13","S005",204,9
"2014-11-13","S012",263,33
"2014-11-13","S033",110,55
"2014-11-13","S018",94,41
"2014-11-13","S036",75,28
"2014-11-13","S014",249,134
"2014-11-13","S016",217,13
"2014-11-13","S026",175,40
"2014-11-13","S027",60,72
"2014-11-13","S032",119,126
"2014-11-13","S015",281,5
"2014-11-13","S022",40,2
"2014-11-13","S034",131,122
"2014-11-13","S003",158,96
"2014-11-13","S007",186,39
"2014-11-13","S013",58,31
"2014-11-13","S031",138,18
"2014-11-13","S030",330,30
"2014-11-13","S028",201,7
"2014-11-13","S001",77,129
"2014-11-13","S011",289,11
"2014-11-13","S025",380,15
"2014-11-13","S009",59,63
"2014-11-13","S019",230,31
"2014-11-14","S029",344,170
"2014-11-14","S021",161,354
"2014-11-14","S006",267,35
"2014-11-14","S010",347,57
"2014-11-14","S035",460,182
"2014-11-14","S004",61,58
"2014-11-14","S002",66,68
"2014-11-14","S005",209,8
"2014-11-14","S012",376,27
"2014-11-14","S033",169,45
"2014-11-14","S018",107,67
"2014-11-14","S036",45,34
"2014-11-14","S014",375,178
"2014-11-14","S016",236,32
"2014-11-14","S026",330,66
"2014-11-14","S027",48,164
"2014-11-14","S032",194,194
"2014-11-14","S015",304,44
"2014-11-14","S022",99,11
"2014-11-14","S034",111,135
"2014-11-14","S003",201,139
"2014-11-14","S007",273,34
"2014-11-14","S013",95,15
"2014-11-14","S031",174,44
"2014-11-14","S030",571,41
"2014-11-14","S028",195,16
"2014-11-14","S001",97,143
"2014-11-14","S011",306,58
"2014-11-14","S025",492,2
"2014-11-14","S009",44,90
"2014-11-14","S019",261,16
"2014-11-15","S029",327,81
"2014-11-15","S021",291,213
"2014-11-15","S006",215,69
"2014-11-15","S010",578,17
"2014-11-15","S035",485,63
"2014-11-15","S004",63,33
"2014-11-15","S002",213,175
"2014-11-15","S005",595,16
"2014-11-15","S012",464,18
"2014-11-15","S033",234,87
"2014-11-15","S018",177,136
"2014-11-15","S036",134,26
"2014-11-15","S014",625,214
"2014-11-15","S016",216,14
"2014-11-15","S026",548,80
"2014-11-15","S027",127,227
"2014-11-15","S032",312,235
"2014-11-15","S015",604,110
"2014-11-15","S022",159,9
"2014-11-15","S034",104,87
"2014-11-15","S003",300,224
"2014-11-15","S007",331,25
"2014-11-15","S013",305,9
"2014-11-15","S031",235,94
"2014-11-15","S030",686,25
"2014-11-15","S028",405,16
"2014-11-15","S001",488,116
"2014-11-15","S011",337,68
"2014-11-15","S025",574,1
"2014-11-15","S009",60,101
"2014-11-15","S019",350,40
"2014-11-15","S008",382,461
"2014-11-16","S029",186,95
"2014-11-16","S021",221,187
"2014-11-16","S006",173,32
"2014-11-16","S010",404,35
"2014-11-16","S035",437,52
"2014-11-16","S004",111,48
"2014-11-16","S002",146,146
"2014-11-16","S005",389,12
"2014-11-16","S012",378,50
"2014-11-16","S033",190,78
"2014-11-16","S018",139,107
"2014-11-16","S036",85,11
"2014-11-16","S014",525,148
"2014-11-16","S016",117,12
"2014-11-16","S026",430,46
"2014-11-16","S027",189,220
"2014-11-16","S032",254,270
"2014-11-16","S015",493,165
"2014-11-16","S022",105,37
"2014-11-16","S034",108,83
"2014-11-16","S003",238,195
"2014-11-16","S007",228,55
"2014-11-16","S013",253,7
"2014-11-16","S031",198,90
"2014-11-16","S030",669,89
"2014-11-16","S028",440,47
"2014-11-16","S001",323,169
"2014-11-16","S011",287,18
"2014-11-16","S025",456,0
"2014-11-16","S009",51,77
"2014-11-16","S019",306,10
"2014-11-16","S008",494,426
"2014-11-17","S029",270,70
"2014-11-17","S021",130,285
"2014-11-17","S006",193,59
"2014-11-17","S010",178,7
"2014-11-17","S035",361,143
"2014-11-17","S004",80,8
"2014-11-17","S002",51,23
"2014-11-17","S005",89,13
"2014-11-17","S012",207,3
"2014-11-17","S033",107,34
"2014-11-17","S018",111,40
"2014-11-17","S036",59,0
"2014-11-17","S014",200,93
"2014-11-17","S016",188,19
"2014-11-17","S026",136,0
"2014-11-17","S027",41,64
"2014-11-17","S032",78,132
"2014-11-17","S015",151,37
"2014-11-17","S022",28,2
"2014-11-17","S034",79,69
"2014-11-17","S003",137,97
"2014-11-17","S007",177,46
"2014-11-17","S013",88,0
"2014-11-17","S031",120,31
"2014-11-17","S030",261,19
"2014-11-17","S028",173,21
"2014-11-17","S001",171,15
"2014-11-17","S011",201,39
"2014-11-17","S025",342,4
"2014-11-17","S009",67,63
"2014-11-17","S019",127,13
"2014-11-17","S008",507,211
"2014-11-18","S029",309,190
"2014-11-18","S021",173,223
"2014-11-18","S006",148,51
"2014-11-18","S010",211,51
"2014-11-18","S035",287,155
"2014-11-18","S004",57,21
"2014-11-18","S002",43,68
"2014-11-18","S005",156,5
"2014-11-18","S012",276,26
"2014-11-18","S033",124,28
"2014-11-18","S018",100,70
"2014-11-18","S036",109,8
"2014-11-18","S014",332,164
"2014-11-18","S016",202,58
"2014-11-18","S026",165,2
"2014-11-18","S027",37,91
"2014-11-18","S032",136,155
"2014-11-18","S015",158,73
"2014-11-18","S022",47,6
"2014-11-18","S034",115,79
"2014-11-18","S003",148,116
"2014-11-18","S007",289,28
"2014-11-18","S013",95,7
"2014-11-18","S031",117,11
"2014-11-18","S030",339,23
"2014-11-18","S028",150,21
"2014-11-18","S001",114,31
"2014-11-18","S011",247,15
"2014-11-18","S025",367,13
"2014-11-18","S009",42,59
"2014-11-18","S019",327,2
"2014-11-18","S008",354,92
"2014-11-19","S029",197,140
"2014-11-19","S021",162,299
"2014-11-19","S006",141,112
"2014-11-19","S010",188,56
"2014-11-19","S035",349,74
"2014-11-19","S004",68,29
"2014-11-19","S002",55,98
"2014-11-19","S005",139,6
"2014-11-19","S012",335,3
"2014-11-19","S033",143,30
"2014-11-19","S018",85,59
"2014-11-19","S036",117,9
"2014-11-19","S014",429,69
"2014-11-19","S016",170,23
"2014-11-19","S026",238,28
"2014-11-19","S027",46,104
"2014-11-19","S032",93,125
"2014-11-19","S015",165,54
"2014-11-19","S022",64,9
"2014-11-19","S034",106,102
"2014-11-19","S003",96,117
"2014-11-19","S007",226,43
"2014-11-19","S013",103,2
"2014-11-19","S031",89,37
"2014-11-19","S030",336,23
"2014-11-19","S028",176,12
"2014-11-19","S001",154,60
"2014-11-19","S011",219,44
"2014-11-19","S025",367,16
"2014-11-19","S009",58,70
"2014-11-19","S019",134,29
"2014-11-19","S008",299,36
"2014-11-20","S029",245,196
"2014-11-20","S021",178,230
"2014-11-20","S006",143,56
"2014-11-20","S010",150,67
"2014-11-20","S035",363,162
"2014-11-20","S004",130,6
"2014-11-20","S002",73,59
"2014-11-20","S005",169,4
"2014-11-20","S012",245,14
"2014-11-20","S033",119,33
"2014-11-20","S018",115,58
"2014-11-20","S036",98,6
"2014-11-20","S014",341,150
"2014-11-20","S016",170,14
"2014-11-20","S026",204,5
"2014-11-20","S027",67,85
"2014-11-20","S032",134,161
"2014-11-20","S015",207,66
"2014-11-20","S022",60,8
"2014-11-20","S034",121,121
"2014-11-20","S003",117,133
"2014-11-20","S007",237,44
"2014-11-20","S013",97,10
"2014-11-20","S031",120,22
"2014-11-20","S030",258,15
"2014-11-20","S028",180,16
"2014-11-20","S001",151,24
"2014-11-20","S011",261,72
"2014-11-20","S025",309,23
"2014-11-20","S009",61,65
"2014-11-20","S019",177,23
"2014-11-20","S008",330,11
"2014-11-21","S029",291,109
"2014-11-21","S021",129,363
"2014-11-21","S006",157,93
"2014-11-21","S010",182,58
"2014-11-21","S035",347,163
"2014-11-21","S004",97,15
"2014-11-21","S002",69,103
"2014-11-21","S005",235,3
"2014-11-21","S012",304,6
"2014-11-21","S033",170,26
"2014-11-21","S018",93,41
"2014-11-21","S036",53,19
"2014-11-21","S014",386,145
"2014-11-21","S016",272,15
"2014-11-21","S026",272,39
"2014-11-21","S027",48,117
"2014-11-21","S032",186,192
"2014-11-21","S015",284,55
"2014-11-21","S022",73,26
"2014-11-21","S034",124,93
"2014-11-21","S003",241,160
"2014-11-21","S007",189,157
"2014-11-21","S013",101,28
"2014-11-21","S031",114,40
"2014-11-21","S030",463,75
"2014-11-21","S028",243,34
"2014-11-21","S001",212,43
"2014-11-21","S011",330,14
"2014-11-21","S025",434,0
"2014-11-21","S009",65,89
"2014-11-21","S019",199,49
"2014-11-21","S008",416,58
"2014-11-22","S029",176,154
"2014-11-22","S021",269,213
"2014-11-22","S006",183,61
"2014-11-22","S010",477,40
"2014-11-22","S035",500,85
"2014-11-22","S004",164,53
"2014-11-22","S002",173,146
"2014-11-22","S005",439,6
"2014-11-22","S012",414,22
"2014-11-22","S033",248,55
"2014-11-22","S018",170,131
"2014-11-22","S036",136,24
"2014-11-22","S014",512,244
"2014-11-22","S016",189,11
"2014-11-22","S026",518,32
"2014-11-22","S027",136,196
"2014-11-22","S032",280,328
"2014-11-22","S015",486,191
"2014-11-22","S022",180,16
"2014-11-22","S034",121,107
"2014-11-22","S003",330,171
"2014-11-22","S007",259,120
"2014-11-22","S013",258,40
"2014-11-22","S031",216,180
"2014-11-22","S030",660,22
"2014-11-22","S028",387,22
"2014-11-22","S001",448,107
"2014-11-22","S011",296,24
"2014-11-22","S025",574,25
"2014-11-22","S009",81,101
"2014-11-22","S019",320,10
"2014-11-22","S008",495,91
"2014-11-23","S029",235,121
"2014-11-23","S021",231,170
"2014-11-23","S006",113,90
"2014-11-23","S010",230,74
"2014-11-23","S035",590,10
"2014-11-23","S004",135,52
"2014-11-23","S002",211,154
"2014-11-23","S005",378,20
"2014-11-23","S012",328,29
"2014-11-23","S033",196,75
"2014-11-23","S018",137,107
"2014-11-23","S036",152,32
"2014-11-23","S014",595,174
"2014-11-23","S016",138,9
"2014-11-23","S026",430,26
"2014-11-23","S027",155,238
"2014-11-23","S032",288,306
"2014-11-23","S015",401,126
"2014-11-23","S022",128,49
"2014-11-23","S034",108,96
"2014-11-23","S003",246,229
"2014-11-23","S007",215,89
"2014-11-23","S013",263,64
"2014-11-23","S031",169,115
"2014-11-23","S030",563,51
"2014-11-23","S028",434,12
"2014-11-23","S001",388,144
"2014-11-23","S011",237,20
"2014-11-23","S025",503,31
"2014-11-23","S009",60,93
"2014-11-23","S019",208,8
"2014-11-23","S008",473,99
"2014-11-24","S029",142,114
"2014-11-24","S021",158,159
"2014-11-24","S006",103,57
"2014-11-24","S010",203,7
"2014-11-24","S035",268,90
"2014-11-24","S004",50,4
"2014-11-24","S002",50,34
"2014-11-24","S005",70,0
"2014-11-24","S012",174,8
"2014-11-24","S033",123,19
"2014-11-24","S018",95,53
"2014-11-24","S036",51,11
"2014-11-24","S014",271,86
"2014-11-24","S016",125,26
"2014-11-24","S026",205,0
"2014-11-24","S027",28,83
"2014-11-24","S032",90,84
"2014-11-24","S015",138,49
"2014-11-24","S022",35,0
"2014-11-24","S034",113,84
"2014-11-24","S003",151,62
"2014-11-24","S007",146,105
"2014-11-24","S013",70,1
"2014-11-24","S031",130,21
"2014-11-24","S030",306,0
"2014-11-24","S028",131,27
"2014-11-24","S001",135,25
"2014-11-24","S011",179,22
"2014-11-24","S025",253,0
"2014-11-24","S009",30,44
"2014-11-24","S019",112,16
"2014-11-24","S008",258,41
"2014-11-25","S029",218,119
"2014-11-25","S021",184,118
"2014-11-25","S006",160,54
"2014-11-25","S010",143,38
"2014-11-25","S035",396,19
"2014-11-25","S004",64,51
"2014-11-25","S002",69,38
"2014-11-25","S005",121,7
"2014-11-25","S012",198,45
"2014-11-25","S033",108,30
"2014-11-25","S018",83,45
"2014-11-25","S036",61,0
"2014-11-25","S014",286,72
"2014-11-25","S016",184,25
"2014-11-25","S026",176,1
"2014-11-25","S027",45,74
"2014-11-25","S032",98,126
"2014-11-25","S015",131,83
"2014-11-25","S022",54,3
"2014-11-25","S034",128,106
"2014-11-25","S003",110,116
"2014-11-25","S007",227,66
"2014-11-25","S013",111,9
"2014-11-25","S031",98,49
"2014-11-25","S030",293,2
"2014-11-25","S028",216,10
"2014-11-25","S001",111,33
"2014-11-25","S011",196,29
"2014-11-25","S025",317,35
"2014-11-25","S009",68,75
"2014-11-25","S019",208,50
"2014-11-25","S008",351,60
"2014-11-26","S029",291,215
"2014-11-26","S021",104,234
"2014-11-26","S006",162,153
"2014-11-26","S010",215,33
"2014-11-26","S035",404,56
"2014-11-26","S004",61,29
"2014-11-26","S002",54,56
"2014-11-26","S005",209,7
"2014-11-26","S012",245,4
"2014-11-26","S033",126,28
"2014-11-26","S018",101,65
"2014-11-26","S036",103,7
"2014-11-26","S014",268,88
"2014-11-26","S016",184,50
"2014-11-26","S026",189,0
"2014-11-26","S027",34,94
"2014-11-26","S032",177,147
"2014-11-26","S015",240,56
"2014-11-26","S022",57,18
"2014-11-26","S034",137,82
"2014-11-26","S003",133,93
"2014-11-26","S007",227,66
"2014-11-26","S013",120,20
"2014-11-26","S031",162,38
"2014-11-26","S030",294,4
"2014-11-26","S028",187,11
"2014-11-26","S001",98,87
"2014-11-26","S011",233,20
"2014-11-26","S025",334,21
"2014-11-26","S009",46,75
"2014-11-26","S019",235,18
"2014-11-26","S008",324,83
"2014-11-27","S029",212,145
"2014-11-27","S021",150,228
"2014-11-27","S006",155,114
"2014-11-27","S010",244,37
"2014-11-27","S035",376,133
"2014-11-27","S004",59,28
"2014-11-27","S002",85,61
"2014-11-27","S005",134,7
"2014-11-27","S012",278,47
"2014-11-27","S033",84,52
"2014-11-27","S018",100,49
"2014-11-27","S036",83,17
"2014-11-27","S014",352,168
"2014-11-27","S016",199,13
"2014-11-27","S026",209,9
"2014-11-27","S027",76,111
"2014-11-27","S032",129,154
"2014-11-27","S015",214,67
"2014-11-27","S022",60,11
"2014-11-27","S034",112,95
"2014-11-27","S003",119,123
"2014-11-27","S007",239,104
"2014-11-27","S013",79,21
"2014-11-27","S031",87,31
"2014-11-27","S030",313,8
"2014-11-27","S028",167,5
"2014-11-27","S001",130,7
"2014-11-27","S011",207,23
"2014-11-27","S025",239,21
"2014-11-27","S009",41,55
"2014-11-27","S019",117,45
"2014-11-27","S008",374,3
"2014-11-28","S029",233,167
"2014-11-28","S021",124,352
"2014-11-28","S006",113,124
"2014-11-28","S010",251,40
"2014-11-28","S035",467,154
"2014-11-28","S004",91,28
"2014-11-28","S002",104,47
"2014-11-28","S005",265,8
"2014-11-28","S012",371,9
"2014-11-28","S033",147,40
"2014-11-28","S018",99,58
"2014-11-28","S036",90,25
"2014-11-28","S014",421,202
"2014-11-28","S016",207,28
"2014-11-28","S026",252,10
"2014-11-28","S027",72,108
"2014-11-28","S032",204,185
"2014-11-28","S015",484,40
"2014-11-28","S022",48,28
"2014-11-28","S034",95,118
"2014-11-28","S003",234,122
"2014-11-28","S007",218,102
"2014-11-28","S013",148,5
"2014-11-28","S031",182,18
"2014-11-28","S030",501,125
"2014-11-28","S028",317,18
"2014-11-28","S001",167,95
"2014-11-28","S011",298,10
"2014-11-28","S025",498,28
"2014-11-28","S009",58,77
"2014-11-28","S019",167,22
"2014-11-28","S008",373,25
"2014-11-29","S029",292,106
"2014-11-29","S021",235,175
"2014-11-29","S006",109,90
"2014-11-29","S010",401,88
"2014-11-29","S035",369,71
"2014-11-29","S004",116,17
"2014-11-29","S002",152,152
"2014-11-29","S005",437,9
"2014-11-29","S012",400,44
"2014-11-29","S033",266,89
"2014-11-29","S018",145,92
"2014-11-29","S036",131,73
"2014-11-29","S014",376,301
"2014-11-29","S016",182,8
"2014-11-29","S026",427,145
"2014-11-29","S027",149,238
"2014-11-29","S032",299,371
"2014-11-29","S015",749,117
"2014-11-29","S022",230,40
"2014-11-29","S034",141,120
"2014-11-29","S003",245,199
"2014-11-29","S007",414,87
"2014-11-29","S013",287,72
"2014-11-29","S031",190,92
"2014-11-29","S030",539,189
"2014-11-29","S028",393,17
"2014-11-29","S001",360,120
"2014-11-29","S011",298,23
"2014-11-29","S025",630,29
"2014-11-29","S009",88,76
"2014-11-29","S019",257,49
"2014-11-29","S008",573,17
"2014-11-30","S029",251,96
"2014-11-30","S021",306,117
"2014-11-30","S006",63,73
"2014-11-30","S010",338,30
"2014-11-30","S035",509,43
"2014-11-30","S004",95,47
"2014-11-30","S002",191,156
"2014-11-30","S005",456,17
"2014-11-30","S012",348,41
"2014-11-30","S033",262,43
"2014-11-30","S018",99,80
"2014-11-30","S036",151,26
"2014-11-30","S014",586,150
"2014-11-30","S016",109,23
"2014-11-30","S026",585,48
"2014-11-30","S027",177,193
"2014-11-30","S032",319,306
"2014-11-30","S015",568,174
"2014-11-30","S022",101,31
"2014-11-30","S034",159,147
"2014-11-30","S003",176,181
"2014-11-30","S007",342,82
"2014-11-30","S013",295,33
"2014-11-30","S031",188,85
"2014-11-30","S030",575,65
"2014-11-30","S028",302,63
"2014-11-30","S001",446,107
"2014-11-30","S011",307,46
"2014-11-30","S025",525,13
"2014-11-30","S009",51,78
"2014-11-30","S019",191,35
"2014-11-30","S008",550,14
"2014-12-01","S029",225,138
"2014-12-01","S021",186,144
"2014-12-01","S006",187,40
"2014-12-01","S010",182,41
"2014-12-01","S035",371,44
"2014-12-01","S004",67,5
"2014-12-01","S002",84,37
"2014-12-01","S005",114,0
"2014-12-01","S012",243,24
"2014-12-01","S033",95,23
"2014-12-01","S018",81,45
"2014-12-01","S036",64,44
"2014-12-01","S014",340,90
"2014-12-01","S016",153,16
"2014-12-01","S026",161,13
"2014-12-01","S027",53,72
"2014-12-01","S032",68,111
"2014-12-01","S015",166,86
"2014-12-01","S022",21,2
"2014-12-01","S034",107,88
"2014-12-01","S003",130,108
"2014-12-01","S007",206,39
"2014-12-01","S013",47,5
"2014-12-01","S031",100,53
"2014-12-01","S030",209,36
"2014-12-01","S028",151,11
"2014-12-01","S001",139,46
"2014-12-01","S011",275,11
"2014-12-01","S025",248,2
"2014-12-01","S009",46,58
"2014-12-01","S019",110,33
"2014-12-01","S008",319,25
"2014-12-02","S029",208,146
"2014-12-02","S021",205,178
"2014-12-02","S006",214,46
"2014-12-02","S010",239,25
"2014-12-02","S035",312,97
"2014-12-02","S004",66,22
"2014-12-02","S002",110,31
"2014-12-02","S005",137,7
