Summary,Legend,Protection,Sale,Place,Price,Seller,MSales,Comments
Coolpad/酷派 7260 手机 4.0屏 双卡双待 联通3G 安卓2.3 正品,消费者保障,无七天退换,"月售22笔	27条评价",北京货到付款,570.00        运费：8.00           信用卡,物美商城88,22,27
包邮！2012最新款 高清屏 学生 双卡双待 情侣男女款 半智能手机,"消费者保障	七天退换",七天退换,"月售11笔	8条评价",广东 深圳货到付款,295.00        运费：0.01           信用卡,路遥网贸,11,8
埃立特LTE8000 4.0电容屏 安卓android 2.3.5 智能手机 WIFI QQ,"消费者保障	七天退换",七天退换,,广东 深圳,600.00        运费：10.00,华美小铺iphone店,0,0
成都实体店 塞班智能手机 Nokia/诺基亚 C7(导航限量版)800万高清,"消费者保障	七天退换",七天退换,,四川 成都,1480.00        运费：15.00           信用卡,欣柏通讯网店,0,0
尼采法拉利W8跑车手机个性手机翻盖跑车小型手机 车模型儿童手机,消费者保障,无七天退换,月售2笔,福建 厦门货到付款,199.50        运费：15.00,国际数码6688,2,0
Huawei/华为 T2211 中国移动 3G手机 视频通话 支持JAVA,"消费者保障	七天退换",七天退换,"月售5笔	4条评价",广东 深圳,150.00        运费：0.00           信用卡,lemonliusz,5,4
Gionee/金立 M500 情侣手机 荷塘月色音乐手机正品 全国联保,"消费者保障	七天退换",七天退换,,广东 深圳货到付款,550.00        运费：20.00           信用卡,玻璃心197308066,0,0
小米 M1 小米M1（MIUI）时尚智能3G手机 双核 4.0英寸 正品,"消费者保障	七天退换",七天退换,,广东 深圳货到付款,2188.00        运费：0.00           信用卡,诚信通数码港2009,0,0
Hedy/七喜 I520 摩能尼采系列手机 秒杀包邮,"消费者保障	七天退换	24小时发货",七天退换,,四川 成都货到付款,699.00        运费：0.00           信用卡,youdongxue88,0,0
超薄 绝美mobiado 105奢侈手机 送蓝牙耳机 200万像素 6500c机芯,消费者保障,无七天退换,,广东 深圳货到付款,1050.00        运费：20.00           信用卡,2008sjtx,0,0
签名 VERTU手机 迷你版 双卡双待 1G卡 金属材质,消费者保障,无七天退换,,广东 深圳货到付款,930.00        运费：20.00           信用卡,2008sjtx,0,0
首亿Soaye E9 电信3G智能手机双模双待 Android/安卓4.0 原装正品,"消费者保障	七天退换",七天退换,,广东 深圳货到付款,1099.00        运费：0.00           信用卡,marypeng_3318,0,0
Dorado/多朗多W8 韩国品牌 安卓3G智能手机 双卡 4.0屏 500W 正品,消费者保障,无七天退换,,广东 深圳,918.00        运费：10.00,神州春天love,0,0
Samsung/三星 E1080C原装正品 超长待机 大字彩屏手机！包邮,"消费者保障	七天退换",七天退换,"月售19笔	11条评价",广东 深圳货到付款,100.00        运费：0.00           信用卡,长兴数码通讯,19,11
正品聆韵U880+ Android/安卓2.3智能手机双卡双待送4G卡1Gcpu,"消费者保障	七天退换",七天退换,"月售2笔	16条评价",江西 南昌,450.00        运费：10.00,南昌恒硕实业有限公司,2,16
全球最小半智能双卡双待可爱袖珍迷你超小直板触摸屏mini手机,消费者保障,无七天退换,"月售3笔	1条评价",北京货到付款,281.20        运费：15.00,国际数码6688,3,1
包邮！G19沃达丰定制版4.5寸屏 双核 安卓智能手机 960X540分辨率,消费者保障,无七天退换,,广东 深圳,1386.00        运费：0.00,半断桥,0,0
Hedy/七喜 V100 迷你 超长待机 双卡双待 直板手机 行货联保特价,"消费者保障	七天退换",七天退换,,广东 广州,123.00        运费：15.00           信用卡,新款品牌,0,0
OPPO A209手机 全新正品行货 大屏滑盖音乐手机 oppo正品行货a209,消费者保障,无七天退换,,广东 深圳,620.00        运费：0.00,xiaole102356,0,0
moloo摩乐 M5 智能 手机 3.5寸屏 安卓2.3 双卡双待,消费者保障,无七天退换,,广东 深圳,480.00        运费：25.00,whj36999,0,0
Lenovo/联想 A68e安卓2.3 电信3G智能手机 天翼CDMA 全国联保,消费者保障,无七天退换,2条评价,广东 深圳货到付款,411.00        运费：0.00           信用卡,乾坤科技88,0,2
Samsung/三星I9220/N7000 5.3寸 安卓4.1双核智能手机 电容 导航,消费者保障,无七天退换,,广东 深圳,2830.00        运费：0.00,三三0827,0,0
Sony/索尼 LT26i 武汉实体现货 手机真实报价 超高性价比,"消费者保障	七天退换",七天退换,"月售19笔	16条评价",湖北 武汉,2410.00        运费：20.00           信用卡,jerry1121,19,16
当天发货HTC T328d Desire VC新渴望电信3G手机 双模双待 可上G网,"消费者保障	七天退换	正品保障",七天退换,"月售203笔	333条评价",上海,1738.06        运费：13.00           信用卡,岸越数码专营店,203,333
Huawei/华为 C2857手机CDMA电信版 超长待机 QQ后台 正品特价,消费者保障,无七天退换,"月售7笔	4条评价",广东 深圳,115.00        运费：10.00,kbl657475,7,4
促销ZTE/中兴 C339 电信CDMA天翼手机 支持QQ 特价包邮 送三礼,消费者保障,无七天退换,"月售10笔	2条评价",广东 深圳,80.00        运费：0.00           折扣,kbl657475,10,2
超小迷你型手机 MINI 001 M8手机可后台QQ,消费者保障,无七天退换,"月售2笔	20条评价",广东 深圳,168.00        运费：10.00,李长文lichard,2,20
2012新款奔驰S600手机带免费电视全金属机身下翻盖个性手机,消费者保障,无七天退换,,广东 深圳,245.00        运费：10.00,李长文lichard,0,0
绝美mobiado105奢侈手机 黒木边 诺记亚机芯 送蓝牙耳机,消费者保障,无七天退换,,广东 深圳货到付款,1050.00        运费：20.00           信用卡,2008sjtx,0,0
Sony Ericsson/索尼爱立信 MT15i 安卓智能 烤漆机身 拍照手机,消费者保障,无七天退换,,广东 深圳,1478.00        运费：0.00,大姐头媚娘伊沫沫,0,0
【新品促销】K-Touch/天语 W808 1G双核智能手机 4.3寸超大屏幕,"消费者保障	七天退换",七天退换,,广东 深圳货到付款,1360.00        运费：0.00,葵花数码,0,0
Samsung/三星 B309 原装正品 中国电信CDMA天翼 支持QQ时尚手机,消费者保障,无七天退换,"月售3笔	2条评价",上海,100.00        运费：0.00,捷信数码168,3,2
Samsung/三星 S7500/Galaxy S Mini   手机,消费者保障,无七天退换,,北京,1560.00        运费：0.00,富贵竹ghy,0,0
包邮特价3g手机Samsung/三星 E12281228e1228 老人手机学生手机,"消费者保障	七天退换",七天退换,"月售110笔	61条评价",安徽 滁州,136.00        运费：0.00           信用卡,新农村手机城1,110,61
BlackBerry/黑莓 9800性价比9000/9810不断网原装正品 0通话手机,"消费者保障	七天退换",七天退换,"月售62笔	69条评价",广东 深圳货到付款,1181.70        运费：0.00           信用卡,hao727671617,62,69
Nokia/诺基亚 C5-03 正品 触屏手机 支持鉴定 触摸 货到付款,"消费者保障	七天退换",七天退换,月售1笔,广东 深圳货到付款,1180.00        运费：20.00           信用卡,ws初见,1,0
HD7+升级版 4.3寸电容屏T9399 双卡/双核3G智能手机WCDMA 安卓4.0,消费者保障,无七天退换,,广东 深圳,1099.00        运费：0.00,蛮牛通讯,0,0
【皇冠】Philips/飞利浦 X518 手机 超长待机 双卡双待,"消费者保障	七天退换",七天退换,"月售7笔	15条评价",广东 深圳货到付款,500.00        运费：0.01           信用卡,飞利浦通讯店,7,15
【昆明梓盛数码】黑莓9790智能手机 新一代Bold 全新原版,消费者保障,无七天退换,,云南 昆明,2899.00        运费：30.00           信用卡,梓鑫数码广场,0,0
北斗小辣椒双核1G智能手机500万像素安卓4.0,消费者保障,无七天退换,"月售7笔	1条评价",广东 深圳,799.00        运费：13.00,汇百洲数码科技,7,1
国产手机/湖南众一品牌*S019，高清照相，双卡双待，通话魔音,"消费者保障	七天退换",七天退换,,广东 东莞,200.00        运费：15.00           信用卡,性感天地2009,0,0
最新款国产半智能安卓系统超薄直板情侣双卡双待男女士全触屏手机,"消费者保障	七天退换",七天退换,,广东 深圳货到付款,248.00        运费：15.00           信用卡,wfs19830419,0,0
2011最新款全钢真正防水手表手机 W818腕表手机 可潜水10米以上,"消费者保障	七天退换",七天退换,1条评价,广东 深圳货到付款,645.00        运费：8.00           信用卡,巴普达科技,0,1
HTC A510e G13 Wildfire S/野火Shtc智能手机 包邮+送电<e6><b1>,"消费者保障	七天退换",七天退换,,广东 深圳,700.03        运费：0.00,手机销售顾问888,0,0
包邮Yusun/语信w702 智能手机联通3G 3.5寸300万 安卓2.3双卡双待,消费者保障,无七天退换,月售1笔,湖北 襄阳,415.00        运费：0.00           信用卡,hizc520,1,0
包顺丰 Coolpad/酷派 N930 双模双待安卓智能手机大陆行货 加强版,"消费者保障	七天退换",七天退换,月售3笔,广东 深圳货到付款,650.00        运费：0.00           信用卡,3g引领生活,3,0
全新原装 黑莓 9550手机 支持WIFI 无线上网 整套原装配件1090元,"消费者保障	七天退换",七天退换,1条评价,广东 深圳货到付款,1090.00        运费：20.00           信用卡,2005快乐阳光,0,1
现货Lenovo/联想 i300 原装正品手机 直板JAVA 学生手机 专柜正品,"消费者保障	七天退换",七天退换,,上海,158.00        运费：0.00,mingli15989550428,0,0
原装正品行货 联想乐Pad A2105 5寸智能手机 双卡双待,消费者保障,无七天退换,,湖南 长沙,1450.00        运费：0.00           信用卡,人参米8818,0,0
HTC Z520E One S one X V安卓4.0智能手机 双核 电容屏 手机,消费者保障,无七天退换,"月售5笔	3条评价",广东 深圳,1350.00        运费：0.00           折扣,超越手机港,5,3
BBK/步步高 V1 VIVO 安卓系统2.3 智能手机 货到付款,"消费者保障	七天退换",七天退换,"月售2笔	7条评价",上海货到付款,940.06        运费：0.10           信用卡,寒烟绕玉的缘,2,7
Sony Ericsson/索尼爱立信 U5i/Vivaz智能音乐手机WIFI 810万像<e7><b4>,"消费者保障	七天退换",七天退换,5条评价,广东 深圳货到付款,360.00        运费：15.00           信用卡,居家乐客,0,5
2012最新魔幻手表手机哈利波特Q6Q9按键腕表手机QQ 指南针 电子书,"消费者保障	七天退换",七天退换,月售1笔,广东 深圳,370.00        运费：10.00           信用卡,avelinewong,1,0
Samsung/三星 E2330 原装正品 时尚滑盖 音乐 大字体耐用手机,消费者保障,无七天退换,"月售10笔	14条评价",上海,201.60        运费：0.00,捷信数码168,10,14
中维恒泰HT530 双模双卡双待GPS定位 3G电信老人手机GSM/CDMA手机,消费者保障,无七天退换,,广东 深圳,218.00        运费：0.00,来福数码,0,0
迷你手机新款2012 儿童安全智能定位最小手机 酷腕正品C5手表手机,消费者保障,无七天退换,"月售5笔	1条评价",广东 深圳,399.00        运费：10.00           信用卡,lily1980_007,5,1
LG S310 金属超薄直板手机 300万像素 正品 全国联保 现货,消费者保障,无七天退换,,北京,340.00        运费：12.00,天地通讯2,0,0
促销Sony Ericsson/索尼爱立信 赏秀U_1正品索爱U1i智能手机包邮,"消费者保障	七天退换",七天退换,"月售1笔	1条评价",广东 深圳货到付款,700.00        运费：0.00           信用卡,wuxiaoyuan_888,1,1
HTC Incredible 不可思议 智能手机 电信CDMA 插卡3G 送600礼,"消费者保障	七天退换",七天退换,"月售161笔	214条评价",广东 深圳,450.00        运费：0.00           信用卡,追求_卓越,161,214
Melrose M001+ M002 小手机迷你袖珍 超小手机最小手机摄像头包邮,消费者保障,无七天退换,"月售22笔	13条评价",北京,200.00        运费：0.00           信用卡,无名i良品,22,13
Gaoke/高科手机GK820时尚大屏折叠手机全国联保正品行货有好礼送,"消费者保障	七天退换",七天退换,"月售4笔	1条评价",江苏 盐城,328.00        运费：0.00,大伟手机数码实体店,4,1
新款超长待机王手机 28800毫安大电池 直板大屏 大字体大声音国产,"消费者保障	七天退换",七天退换,1条评价,广东 深圳货到付款,248.00        运费：10.00,宏氏数码,0,1
ZTE/中兴 S202  S302升级版 老人手机正品行货 大字体 大按键震动,"消费者保障	七天退换	正品保障",七天退换,"月售197笔	57条评价",上海,179.00        运费：0.00           信用卡,博珏数码专营店,197,57
新款三普MC618+安卓2.36WIFI微信3.5高清多点电容屏情侣智能手机,"消费者保障	七天退换",七天退换,,广东 深圳,465.00        运费：12.00           信用卡,强盛通讯88,0,0
全网最低 双电 altek A806HD 1200万像素 拍照手机 720P高清摄像,消费者保障,无七天退换,"月售3笔	3条评价",山东 烟台货到付款,499.00        运费：0.00           信用卡,发现生活商城,3,3
Gionee/金立 W106 语音王翻盖手机双卡双待 正品行货 全国联保,"消费者保障	七天退换",七天退换,"月售7笔	2条评价",广东 深圳货到付款,780.08        运费：15.00,深圳通讯王,7,2
Huawei/华为 C8650手机 电信3G智能 C8650+手机 正品联保,"消费者保障	七天退换	正品保障",七天退换,"月售15笔	43条评价",浙江 杭州,548.00        运费：13.00           信用卡,恒易数码专营店,15,43
促销hello kitty翻盖凯蒂猫手机K688可爱女生卡通手机儿童手机C90,消费者保障,无七天退换,,广东 深圳,315.00        运费：20.00,七星伴明月,0,0
Nokia/诺基亚 3050 双卡双待 触屏手机 大陆行货 新品包邮,"消费者保障	七天退换",七天退换,"月售7笔	3条评价",湖北 武汉,568.00        运费：0.00           信用卡,kennethlee,7,3
首亿E9+电信CDMA天翼3G智能手机双模双待4寸安卓4.0正品 包邮,消费者保障,无七天退换,,广东 深圳,1390.00        运费：0.00           信用卡,开开老,0,0
